name,URI,synonym,comment,superclass,asserts
mature T cell,http://purl.obolibrary.org/obo/CL_0000037,blood forming stem cell,"Markers differ between species, and two sets of markers have been described for mice. HSCs are reportedly CD34-positive, CD45-positive, CD48-negative, CD150-positive, CD133-positive, and CD244-negative.",,http://purl.obolibrary.org/obo/PR_000001289
mature T cell,http://purl.obolibrary.org/obo/CL_0000037,blood forming stem cell,"Markers differ between species, and two sets of markers have been described for mice. HSCs are reportedly CD34-positive, CD45-positive, CD48-negative, CD150-positive, CD133-positive, and CD244-negative.",,http://purl.obolibrary.org/obo/GO_0048103
mature T cell,http://purl.obolibrary.org/obo/CL_0000037,blood forming stem cell,"Markers differ between species, and two sets of markers have been described for mice. HSCs are reportedly CD34-positive, CD45-positive, CD48-negative, CD150-positive, CD133-positive, and CD244-negative.",,http://purl.obolibrary.org/obo/PR_000001012
mature T cell,http://purl.obolibrary.org/obo/CL_0000037,blood forming stem cell,"Markers differ between species, and two sets of markers have been described for mice. HSCs are reportedly CD34-positive, CD45-positive, CD48-negative, CD150-positive, CD133-positive, and CD244-negative.",,http://purl.obolibrary.org/obo/PR_000001024
mature T cell,http://purl.obolibrary.org/obo/CL_0000037,blood forming stem cell,"Markers differ between species, and two sets of markers have been described for mice. HSCs are reportedly CD34-positive, CD45-positive, CD48-negative, CD150-positive, CD133-positive, and CD244-negative.",,http://purl.obolibrary.org/obo/PR_000001020
mature T cell,http://purl.obolibrary.org/obo/CL_0000037,blood forming stem cell,"Markers differ between species, and two sets of markers have been described for mice. HSCs are reportedly CD34-positive, CD45-positive, CD48-negative, CD150-positive, CD133-positive, and CD244-negative.",,http://purl.obolibrary.org/obo/GO_0002244
mature T cell,http://purl.obolibrary.org/obo/CL_0000037,blood forming stem cell,"Markers differ between species, and two sets of markers have been described for mice. HSCs are reportedly CD34-positive, CD45-positive, CD48-negative, CD150-positive, CD133-positive, and CD244-negative.",,http://purl.obolibrary.org/obo/PR_000001004
mature T cell,http://purl.obolibrary.org/obo/CL_0000037,blood forming stem cell,"Markers differ between species, and two sets of markers have been described for mice. HSCs are reportedly CD34-positive, CD45-positive, CD48-negative, CD150-positive, CD133-positive, and CD244-negative.",,http://purl.obolibrary.org/obo/GO_0002244
mature T cell,http://purl.obolibrary.org/obo/CL_0000037,blood forming stem cell,"Markers differ between species, and two sets of markers have been described for mice. HSCs are reportedly CD34-positive, CD45-positive, CD48-negative, CD150-positive, CD133-positive, and CD244-negative.",,http://purl.obolibrary.org/obo/PR_000002978
mature T cell,http://purl.obolibrary.org/obo/CL_0000037,blood forming stem cell,"Markers differ between species, and two sets of markers have been described for mice. HSCs are reportedly CD34-positive, CD45-positive, CD48-negative, CD150-positive, CD133-positive, and CD244-negative.",,http://purl.obolibrary.org/obo/PR_000002981
mature T cell,http://purl.obolibrary.org/obo/CL_0000037,blood forming stem cell,"Markers differ between species, and two sets of markers have been described for mice. HSCs are reportedly CD34-positive, CD45-positive, CD48-negative, CD150-positive, CD133-positive, and CD244-negative.",,http://purl.obolibrary.org/obo/PR_000001084
mature T cell,http://purl.obolibrary.org/obo/CL_0000037,blood forming stem cell,"Markers differ between species, and two sets of markers have been described for mice. HSCs are reportedly CD34-positive, CD45-positive, CD48-negative, CD150-positive, CD133-positive, and CD244-negative.",,http://purl.obolibrary.org/obo/PR_000001889
mature T cell,http://purl.obolibrary.org/obo/CL_0000037,blood forming stem cell,"Markers differ between species, and two sets of markers have been described for mice. HSCs are reportedly CD34-positive, CD45-positive, CD48-negative, CD150-positive, CD133-positive, and CD244-negative.",,http://purl.obolibrary.org/obo/PR_000001004
mature T cell,http://purl.obolibrary.org/obo/CL_0000037,blood forming stem cell,"Markers differ between species, and two sets of markers have been described for mice. HSCs are reportedly CD34-positive, CD45-positive, CD48-negative, CD150-positive, CD133-positive, and CD244-negative.",,http://purl.obolibrary.org/obo/PR_000001083
mature T cell,http://purl.obolibrary.org/obo/CL_0000037,blood forming stem cell,"Markers differ between species, and two sets of markers have been described for mice. HSCs are reportedly CD34-positive, CD45-positive, CD48-negative, CD150-positive, CD133-positive, and CD244-negative.",,http://purl.obolibrary.org/obo/PR_000002978
mature T cell,http://purl.obolibrary.org/obo/CL_0000037,blood forming stem cell,"Markers differ between species, and two sets of markers have been described for mice. HSCs are reportedly CD34-positive, CD45-positive, CD48-negative, CD150-positive, CD133-positive, and CD244-negative.",,http://purl.obolibrary.org/obo/PR_000002981
mature T cell,http://purl.obolibrary.org/obo/CL_0000037,blood forming stem cell,"Markers differ between species, and two sets of markers have been described for mice. HSCs are reportedly CD34-positive, CD45-positive, CD48-negative, CD150-positive, CD133-positive, and CD244-negative.",,http://purl.obolibrary.org/obo/PR_000001083
hematopoietic stem cell,http://purl.obolibrary.org/obo/CL_0000037,blood forming stem cell,"Markers differ between species, and two sets of markers have been described for mice. HSCs are reportedly CD34-positive, CD45-positive, CD48-negative, CD150-positive, CD133-positive, and CD244-negative.",http://purl.obolibrary.org/obo/CL_0011026,
hematopoietic stem cell,http://purl.obolibrary.org/obo/CL_0000037,blood forming stem cell,"Markers differ between species, and two sets of markers have been described for mice. HSCs are reportedly CD34-positive, CD45-positive, CD48-negative, CD150-positive, CD133-positive, and CD244-negative.",http://purl.obolibrary.org/obo/CL_0000723,
hematopoietic stem cell,http://purl.obolibrary.org/obo/CL_0000037,blood forming stem cell,"Markers differ between species, and two sets of markers have been described for mice. HSCs are reportedly CD34-positive, CD45-positive, CD48-negative, CD150-positive, CD133-positive, and CD244-negative.",http://purl.obolibrary.org/obo/CL_0008001,
hematopoietic stem cell,http://purl.obolibrary.org/obo/CL_0000037,blood forming stem cell,"Markers differ between species, and two sets of markers have been described for mice. HSCs are reportedly CD34-positive, CD45-positive, CD48-negative, CD150-positive, CD133-positive, and CD244-negative.",,http://purl.obolibrary.org/obo/PR_000001889
hematopoietic stem cell,http://purl.obolibrary.org/obo/CL_0000037,blood forming stem cell,"Markers differ between species, and two sets of markers have been described for mice. HSCs are reportedly CD34-positive, CD45-positive, CD48-negative, CD150-positive, CD133-positive, and CD244-negative.",,http://purl.obolibrary.org/obo/PR_000001084
hematopoietic stem cell,http://purl.obolibrary.org/obo/CL_0000037,blood forming stem cell,"Markers differ between species, and two sets of markers have been described for mice. HSCs are reportedly CD34-positive, CD45-positive, CD48-negative, CD150-positive, CD133-positive, and CD244-negative.",,http://purl.obolibrary.org/obo/PR_000001020
hematopoietic stem cell,http://purl.obolibrary.org/obo/CL_0000037,blood forming stem cell,"Markers differ between species, and two sets of markers have been described for mice. HSCs are reportedly CD34-positive, CD45-positive, CD48-negative, CD150-positive, CD133-positive, and CD244-negative.",,http://purl.obolibrary.org/obo/PR_000001024
hematopoietic stem cell,http://purl.obolibrary.org/obo/CL_0000037,blood forming stem cell,"Markers differ between species, and two sets of markers have been described for mice. HSCs are reportedly CD34-positive, CD45-positive, CD48-negative, CD150-positive, CD133-positive, and CD244-negative.",,http://purl.obolibrary.org/obo/PR_000001002
hematopoietic stem cell,http://purl.obolibrary.org/obo/CL_0000037,blood forming stem cell,"Markers differ between species, and two sets of markers have been described for mice. HSCs are reportedly CD34-positive, CD45-positive, CD48-negative, CD150-positive, CD133-positive, and CD244-negative.",,http://purl.obolibrary.org/obo/PR_000001012
hematopoietic stem cell,http://purl.obolibrary.org/obo/CL_0000037,blood forming stem cell,"Markers differ between species, and two sets of markers have been described for mice. HSCs are reportedly CD34-positive, CD45-positive, CD48-negative, CD150-positive, CD133-positive, and CD244-negative.",,http://purl.obolibrary.org/obo/PR_000001839
hematopoietic stem cell,http://purl.obolibrary.org/obo/CL_0000037,blood forming stem cell,"Markers differ between species, and two sets of markers have been described for mice. HSCs are reportedly CD34-positive, CD45-positive, CD48-negative, CD150-positive, CD133-positive, and CD244-negative.",,http://purl.obolibrary.org/obo/PR_000001289
hematopoietic stem cell,http://purl.obolibrary.org/obo/CL_0000037,blood forming stem cell,"Markers differ between species, and two sets of markers have been described for mice. HSCs are reportedly CD34-positive, CD45-positive, CD48-negative, CD150-positive, CD133-positive, and CD244-negative.",,http://purl.obolibrary.org/obo/PR_000001839
hematopoietic stem cell,http://purl.obolibrary.org/obo/CL_0000037,blood forming stem cell,"Markers differ between species, and two sets of markers have been described for mice. HSCs are reportedly CD34-positive, CD45-positive, CD48-negative, CD150-positive, CD133-positive, and CD244-negative.",,http://purl.obolibrary.org/obo/PR_000001002
hematopoietic stem cell,http://purl.obolibrary.org/obo/CL_0000037,blood forming stem cell,"Markers differ between species, and two sets of markers have been described for mice. HSCs are reportedly CD34-positive, CD45-positive, CD48-negative, CD150-positive, CD133-positive, and CD244-negative.",,http://purl.obolibrary.org/obo/CL_0000566
hematopoietic stem cell,http://purl.obolibrary.org/obo/CL_0000037,blood forming stem cell,"Markers differ between species, and two sets of markers have been described for mice. HSCs are reportedly CD34-positive, CD45-positive, CD48-negative, CD150-positive, CD133-positive, and CD244-negative.",,http://purl.obolibrary.org/obo/PR_000001289
hematopoietic stem cell,http://purl.obolibrary.org/obo/CL_0000037,blood forming stem cell,"Markers differ between species, and two sets of markers have been described for mice. HSCs are reportedly CD34-positive, CD45-positive, CD48-negative, CD150-positive, CD133-positive, and CD244-negative.",,http://purl.obolibrary.org/obo/GO_0048103
hematopoietic stem cell,http://purl.obolibrary.org/obo/CL_0000037,blood forming stem cell,"Markers differ between species, and two sets of markers have been described for mice. HSCs are reportedly CD34-positive, CD45-positive, CD48-negative, CD150-positive, CD133-positive, and CD244-negative.",,http://purl.obolibrary.org/obo/PR_000001012
hematopoietic stem cell,http://purl.obolibrary.org/obo/CL_0000037,blood forming stem cell,"Markers differ between species, and two sets of markers have been described for mice. HSCs are reportedly CD34-positive, CD45-positive, CD48-negative, CD150-positive, CD133-positive, and CD244-negative.",,http://purl.obolibrary.org/obo/PR_000001024
hematopoietic stem cell,http://purl.obolibrary.org/obo/CL_0000037,blood forming stem cell,"Markers differ between species, and two sets of markers have been described for mice. HSCs are reportedly CD34-positive, CD45-positive, CD48-negative, CD150-positive, CD133-positive, and CD244-negative.",,http://purl.obolibrary.org/obo/PR_000001020
hematopoietic stem cell,http://purl.obolibrary.org/obo/CL_0000037,blood forming stem cell,"Markers differ between species, and two sets of markers have been described for mice. HSCs are reportedly CD34-positive, CD45-positive, CD48-negative, CD150-positive, CD133-positive, and CD244-negative.",,http://purl.obolibrary.org/obo/GO_0002244
hematopoietic stem cell,http://purl.obolibrary.org/obo/CL_0000037,blood forming stem cell,"Markers differ between species, and two sets of markers have been described for mice. HSCs are reportedly CD34-positive, CD45-positive, CD48-negative, CD150-positive, CD133-positive, and CD244-negative.",,http://purl.obolibrary.org/obo/PR_000001004
hematopoietic stem cell,http://purl.obolibrary.org/obo/CL_0000037,blood forming stem cell,"Markers differ between species, and two sets of markers have been described for mice. HSCs are reportedly CD34-positive, CD45-positive, CD48-negative, CD150-positive, CD133-positive, and CD244-negative.",,http://purl.obolibrary.org/obo/GO_0002244
hematopoietic stem cell,http://purl.obolibrary.org/obo/CL_0000037,blood forming stem cell,"Markers differ between species, and two sets of markers have been described for mice. HSCs are reportedly CD34-positive, CD45-positive, CD48-negative, CD150-positive, CD133-positive, and CD244-negative.",,http://purl.obolibrary.org/obo/PR_000002978
hematopoietic stem cell,http://purl.obolibrary.org/obo/CL_0000037,blood forming stem cell,"Markers differ between species, and two sets of markers have been described for mice. HSCs are reportedly CD34-positive, CD45-positive, CD48-negative, CD150-positive, CD133-positive, and CD244-negative.",,http://purl.obolibrary.org/obo/PR_000002981
hematopoietic stem cell,http://purl.obolibrary.org/obo/CL_0000037,blood forming stem cell,"Markers differ between species, and two sets of markers have been described for mice. HSCs are reportedly CD34-positive, CD45-positive, CD48-negative, CD150-positive, CD133-positive, and CD244-negative.",,http://purl.obolibrary.org/obo/PR_000001084
hematopoietic stem cell,http://purl.obolibrary.org/obo/CL_0000037,blood forming stem cell,"Markers differ between species, and two sets of markers have been described for mice. HSCs are reportedly CD34-positive, CD45-positive, CD48-negative, CD150-positive, CD133-positive, and CD244-negative.",,http://purl.obolibrary.org/obo/PR_000001889
hematopoietic stem cell,http://purl.obolibrary.org/obo/CL_0000037,blood forming stem cell,"Markers differ between species, and two sets of markers have been described for mice. HSCs are reportedly CD34-positive, CD45-positive, CD48-negative, CD150-positive, CD133-positive, and CD244-negative.",,http://purl.obolibrary.org/obo/PR_000001004
hematopoietic stem cell,http://purl.obolibrary.org/obo/CL_0000037,blood forming stem cell,"Markers differ between species, and two sets of markers have been described for mice. HSCs are reportedly CD34-positive, CD45-positive, CD48-negative, CD150-positive, CD133-positive, and CD244-negative.",,http://purl.obolibrary.org/obo/PR_000001083
hematopoietic stem cell,http://purl.obolibrary.org/obo/CL_0000037,blood forming stem cell,"Markers differ between species, and two sets of markers have been described for mice. HSCs are reportedly CD34-positive, CD45-positive, CD48-negative, CD150-positive, CD133-positive, and CD244-negative.",,http://purl.obolibrary.org/obo/PR_000002978
hematopoietic stem cell,http://purl.obolibrary.org/obo/CL_0000037,blood forming stem cell,"Markers differ between species, and two sets of markers have been described for mice. HSCs are reportedly CD34-positive, CD45-positive, CD48-negative, CD150-positive, CD133-positive, and CD244-negative.",,http://purl.obolibrary.org/obo/PR_000002981
hematopoietic stem cell,http://purl.obolibrary.org/obo/CL_0000037,blood forming stem cell,"Markers differ between species, and two sets of markers have been described for mice. HSCs are reportedly CD34-positive, CD45-positive, CD48-negative, CD150-positive, CD133-positive, and CD244-negative.",,http://purl.obolibrary.org/obo/PR_000001083
spheroplast,http://purl.obolibrary.org/obo/CL_0000524,sphaeroplast,,http://purl.obolibrary.org/obo/CL_0000371,
microglial cell,http://purl.obolibrary.org/obo/CL_0000129,brain-resident macrophage,"Markers: Mouse: CD11b+, F4/80+, CD68+. They represent ~12% of the cells in the CNS, but they are not uniformly distributed within the CNS. A normal adult mouse brain has approximately 3.5x10e6 microglia. Microglia are also reportedly CD3-negative, CD4-positive, CD8-negative, CD11b-positive, CD11c-high, CD14-negative, CD19-negative, CD45-low, CD56-negative, CD163-negative, CD200R-positive, CD281-positive, CD282-positive, CD283-positive, CD284-positive, CD285-positive, CD286-positive, CD287-positive, CD288-positive, CD289-positive, Gr1-negative, nestin-positive, and PU.1-positive.",http://purl.obolibrary.org/obo/CL_0000125,
microglial cell,http://purl.obolibrary.org/obo/CL_0000129,brain-resident macrophage,"Markers: Mouse: CD11b+, F4/80+, CD68+. They represent ~12% of the cells in the CNS, but they are not uniformly distributed within the CNS. A normal adult mouse brain has approximately 3.5x10e6 microglia. Microglia are also reportedly CD3-negative, CD4-positive, CD8-negative, CD11b-positive, CD11c-high, CD14-negative, CD19-negative, CD45-low, CD56-negative, CD163-negative, CD200R-positive, CD281-positive, CD282-positive, CD283-positive, CD284-positive, CD285-positive, CD286-positive, CD287-positive, CD288-positive, CD289-positive, Gr1-negative, nestin-positive, and PU.1-positive.",http://purl.obolibrary.org/obo/CL_0000878,
microglial cell,http://purl.obolibrary.org/obo/CL_0000129,brain-resident macrophage,"Markers: Mouse: CD11b+, F4/80+, CD68+. They represent ~12% of the cells in the CNS, but they are not uniformly distributed within the CNS. A normal adult mouse brain has approximately 3.5x10e6 microglia. Microglia are also reportedly CD3-negative, CD4-positive, CD8-negative, CD11b-positive, CD11c-high, CD14-negative, CD19-negative, CD45-low, CD56-negative, CD163-negative, CD200R-positive, CD281-positive, CD282-positive, CD283-positive, CD284-positive, CD285-positive, CD286-positive, CD287-positive, CD288-positive, CD289-positive, Gr1-negative, nestin-positive, and PU.1-positive.",,http://purl.obolibrary.org/obo/PR_000001012
microglial cell,http://purl.obolibrary.org/obo/CL_0000129,brain-resident macrophage,"Markers: Mouse: CD11b+, F4/80+, CD68+. They represent ~12% of the cells in the CNS, but they are not uniformly distributed within the CNS. A normal adult mouse brain has approximately 3.5x10e6 microglia. Microglia are also reportedly CD3-negative, CD4-positive, CD8-negative, CD11b-positive, CD11c-high, CD14-negative, CD19-negative, CD45-low, CD56-negative, CD163-negative, CD200R-positive, CD281-positive, CD282-positive, CD283-positive, CD284-positive, CD285-positive, CD286-positive, CD287-positive, CD288-positive, CD289-positive, Gr1-negative, nestin-positive, and PU.1-positive.",,http://purl.obolibrary.org/obo/CL_0002453
microglial cell,http://purl.obolibrary.org/obo/CL_0000129,brain-resident macrophage,"Markers: Mouse: CD11b+, F4/80+, CD68+. They represent ~12% of the cells in the CNS, but they are not uniformly distributed within the CNS. A normal adult mouse brain has approximately 3.5x10e6 microglia. Microglia are also reportedly CD3-negative, CD4-positive, CD8-negative, CD11b-positive, CD11c-high, CD14-negative, CD19-negative, CD45-low, CD56-negative, CD163-negative, CD200R-positive, CD281-positive, CD282-positive, CD283-positive, CD284-positive, CD285-positive, CD286-positive, CD287-positive, CD288-positive, CD289-positive, Gr1-negative, nestin-positive, and PU.1-positive.",,http://purl.obolibrary.org/obo/GO_0045087
microglial cell,http://purl.obolibrary.org/obo/CL_0000129,brain-resident macrophage,"Markers: Mouse: CD11b+, F4/80+, CD68+. They represent ~12% of the cells in the CNS, but they are not uniformly distributed within the CNS. A normal adult mouse brain has approximately 3.5x10e6 microglia. Microglia are also reportedly CD3-negative, CD4-positive, CD8-negative, CD11b-positive, CD11c-high, CD14-negative, CD19-negative, CD45-low, CD56-negative, CD163-negative, CD200R-positive, CD281-positive, CD282-positive, CD283-positive, CD284-positive, CD285-positive, CD286-positive, CD287-positive, CD288-positive, CD289-positive, Gr1-negative, nestin-positive, and PU.1-positive.",,http://purl.obolibrary.org/obo/PR_000002064
microglial cell,http://purl.obolibrary.org/obo/CL_0000129,brain-resident macrophage,"Markers: Mouse: CD11b+, F4/80+, CD68+. They represent ~12% of the cells in the CNS, but they are not uniformly distributed within the CNS. A normal adult mouse brain has approximately 3.5x10e6 microglia. Microglia are also reportedly CD3-negative, CD4-positive, CD8-negative, CD11b-positive, CD11c-high, CD14-negative, CD19-negative, CD45-low, CD56-negative, CD163-negative, CD200R-positive, CD281-positive, CD282-positive, CD283-positive, CD284-positive, CD285-positive, CD286-positive, CD287-positive, CD288-positive, CD289-positive, Gr1-negative, nestin-positive, and PU.1-positive.",,http://purl.obolibrary.org/obo/PR_000002064
microglial cell,http://purl.obolibrary.org/obo/CL_0000129,brain-resident macrophage,"Markers: Mouse: CD11b+, F4/80+, CD68+. They represent ~12% of the cells in the CNS, but they are not uniformly distributed within the CNS. A normal adult mouse brain has approximately 3.5x10e6 microglia. Microglia are also reportedly CD3-negative, CD4-positive, CD8-negative, CD11b-positive, CD11c-high, CD14-negative, CD19-negative, CD45-low, CD56-negative, CD163-negative, CD200R-positive, CD281-positive, CD282-positive, CD283-positive, CD284-positive, CD285-positive, CD286-positive, CD287-positive, CD288-positive, CD289-positive, Gr1-negative, nestin-positive, and PU.1-positive.",,http://purl.obolibrary.org/obo/PR_000001012
microglial cell,http://purl.obolibrary.org/obo/CL_0000129,brain-resident macrophage,"Markers: Mouse: CD11b+, F4/80+, CD68+. They represent ~12% of the cells in the CNS, but they are not uniformly distributed within the CNS. A normal adult mouse brain has approximately 3.5x10e6 microglia. Microglia are also reportedly CD3-negative, CD4-positive, CD8-negative, CD11b-positive, CD11c-high, CD14-negative, CD19-negative, CD45-low, CD56-negative, CD163-negative, CD200R-positive, CD281-positive, CD282-positive, CD283-positive, CD284-positive, CD285-positive, CD286-positive, CD287-positive, CD288-positive, CD289-positive, Gr1-negative, nestin-positive, and PU.1-positive.",,http://purl.obolibrary.org/obo/PR_000001813
microglial cell,http://purl.obolibrary.org/obo/CL_0000129,brain-resident macrophage,"Markers: Mouse: CD11b+, F4/80+, CD68+. They represent ~12% of the cells in the CNS, but they are not uniformly distributed within the CNS. A normal adult mouse brain has approximately 3.5x10e6 microglia. Microglia are also reportedly CD3-negative, CD4-positive, CD8-negative, CD11b-positive, CD11c-high, CD14-negative, CD19-negative, CD45-low, CD56-negative, CD163-negative, CD200R-positive, CD281-positive, CD282-positive, CD283-positive, CD284-positive, CD285-positive, CD286-positive, CD287-positive, CD288-positive, CD289-positive, Gr1-negative, nestin-positive, and PU.1-positive.",,http://purl.obolibrary.org/obo/GO_0045087
microglial cell,http://purl.obolibrary.org/obo/CL_0000129,brain-resident macrophage,"Markers: Mouse: CD11b+, F4/80+, CD68+. They represent ~12% of the cells in the CNS, but they are not uniformly distributed within the CNS. A normal adult mouse brain has approximately 3.5x10e6 microglia. Microglia are also reportedly CD3-negative, CD4-positive, CD8-negative, CD11b-positive, CD11c-high, CD14-negative, CD19-negative, CD45-low, CD56-negative, CD163-negative, CD200R-positive, CD281-positive, CD282-positive, CD283-positive, CD284-positive, CD285-positive, CD286-positive, CD287-positive, CD288-positive, CD289-positive, Gr1-negative, nestin-positive, and PU.1-positive.",,http://purl.obolibrary.org/obo/PR_000001813
microglial cell,http://purl.obolibrary.org/obo/CL_0000129,brain-resident macrophage,"Markers: Mouse: CD11b+, F4/80+, CD68+. They represent ~12% of the cells in the CNS, but they are not uniformly distributed within the CNS. A normal adult mouse brain has approximately 3.5x10e6 microglia. Microglia are also reportedly CD3-negative, CD4-positive, CD8-negative, CD11b-positive, CD11c-high, CD14-negative, CD19-negative, CD45-low, CD56-negative, CD163-negative, CD200R-positive, CD281-positive, CD282-positive, CD283-positive, CD284-positive, CD285-positive, CD286-positive, CD287-positive, CD288-positive, CD289-positive, Gr1-negative, nestin-positive, and PU.1-positive.",,http://purl.obolibrary.org/obo/UBERON_0001017
basophil mast progenitor cell,http://purl.obolibrary.org/obo/CL_0002028,BMCP,"There may be an intermediate cell type. These cells also CD13-positive, CD16-positive, CD32-positive, and integrin beta 7-positive. Transcription factors: GATA1-positive, MCP-1-positive, mitf-positive, PU.1-positive, and CEBP/a-low.",http://purl.obolibrary.org/obo/CL_0000763,
basophil mast progenitor cell,http://purl.obolibrary.org/obo/CL_0002028,BMCP,"There may be an intermediate cell type. These cells also CD13-positive, CD16-positive, CD32-positive, and integrin beta 7-positive. Transcription factors: GATA1-positive, MCP-1-positive, mitf-positive, PU.1-positive, and CEBP/a-low.",http://purl.obolibrary.org/obo/CL_0002191,
basophil mast progenitor cell,http://purl.obolibrary.org/obo/CL_0002028,BMCP,"There may be an intermediate cell type. These cells also CD13-positive, CD16-positive, CD32-positive, and integrin beta 7-positive. Transcription factors: GATA1-positive, MCP-1-positive, mitf-positive, PU.1-positive, and CEBP/a-low.",,http://purl.obolibrary.org/obo/PR_000007858
basophil mast progenitor cell,http://purl.obolibrary.org/obo/CL_0002028,BMCP,"There may be an intermediate cell type. These cells also CD13-positive, CD16-positive, CD32-positive, and integrin beta 7-positive. Transcription factors: GATA1-positive, MCP-1-positive, mitf-positive, PU.1-positive, and CEBP/a-low.",,http://purl.obolibrary.org/obo/PR_000001867
basophil mast progenitor cell,http://purl.obolibrary.org/obo/CL_0002028,BMCP,"There may be an intermediate cell type. These cells also CD13-positive, CD16-positive, CD32-positive, and integrin beta 7-positive. Transcription factors: GATA1-positive, MCP-1-positive, mitf-positive, PU.1-positive, and CEBP/a-low.",,http://purl.obolibrary.org/obo/PR_000007431
basophil mast progenitor cell,http://purl.obolibrary.org/obo/CL_0002028,BMCP,"There may be an intermediate cell type. These cells also CD13-positive, CD16-positive, CD32-positive, and integrin beta 7-positive. Transcription factors: GATA1-positive, MCP-1-positive, mitf-positive, PU.1-positive, and CEBP/a-low.",,http://purl.obolibrary.org/obo/PR_000016401
basophil mast progenitor cell,http://purl.obolibrary.org/obo/CL_0002028,BMCP,"There may be an intermediate cell type. These cells also CD13-positive, CD16-positive, CD32-positive, and integrin beta 7-positive. Transcription factors: GATA1-positive, MCP-1-positive, mitf-positive, PU.1-positive, and CEBP/a-low.",,http://purl.obolibrary.org/obo/PR_000005307
basophil mast progenitor cell,http://purl.obolibrary.org/obo/CL_0002028,BMCP,"There may be an intermediate cell type. These cells also CD13-positive, CD16-positive, CD32-positive, and integrin beta 7-positive. Transcription factors: GATA1-positive, MCP-1-positive, mitf-positive, PU.1-positive, and CEBP/a-low.",,http://purl.obolibrary.org/obo/GO_0060374
basophil mast progenitor cell,http://purl.obolibrary.org/obo/CL_0002028,BMCP,"There may be an intermediate cell type. These cells also CD13-positive, CD16-positive, CD32-positive, and integrin beta 7-positive. Transcription factors: GATA1-positive, MCP-1-positive, mitf-positive, PU.1-positive, and CEBP/a-low.",,http://purl.obolibrary.org/obo/GO_0030221
basophil mast progenitor cell,http://purl.obolibrary.org/obo/CL_0002028,BMCP,"There may be an intermediate cell type. These cells also CD13-positive, CD16-positive, CD32-positive, and integrin beta 7-positive. Transcription factors: GATA1-positive, MCP-1-positive, mitf-positive, PU.1-positive, and CEBP/a-low.",,http://purl.obolibrary.org/obo/PR_000007858
basophil mast progenitor cell,http://purl.obolibrary.org/obo/CL_0002028,BMCP,"There may be an intermediate cell type. These cells also CD13-positive, CD16-positive, CD32-positive, and integrin beta 7-positive. Transcription factors: GATA1-positive, MCP-1-positive, mitf-positive, PU.1-positive, and CEBP/a-low.",,http://purl.obolibrary.org/obo/PR_000007857
basophil mast progenitor cell,http://purl.obolibrary.org/obo/CL_0002028,BMCP,"There may be an intermediate cell type. These cells also CD13-positive, CD16-positive, CD32-positive, and integrin beta 7-positive. Transcription factors: GATA1-positive, MCP-1-positive, mitf-positive, PU.1-positive, and CEBP/a-low.",,http://purl.obolibrary.org/obo/PR_000001867
basophil mast progenitor cell,http://purl.obolibrary.org/obo/CL_0002028,BMCP,"There may be an intermediate cell type. These cells also CD13-positive, CD16-positive, CD32-positive, and integrin beta 7-positive. Transcription factors: GATA1-positive, MCP-1-positive, mitf-positive, PU.1-positive, and CEBP/a-low.",,http://purl.obolibrary.org/obo/PR_000007431
basophil mast progenitor cell,http://purl.obolibrary.org/obo/CL_0002028,BMCP,"There may be an intermediate cell type. These cells also CD13-positive, CD16-positive, CD32-positive, and integrin beta 7-positive. Transcription factors: GATA1-positive, MCP-1-positive, mitf-positive, PU.1-positive, and CEBP/a-low.",,http://purl.obolibrary.org/obo/PR_000016401
basophil mast progenitor cell,http://purl.obolibrary.org/obo/CL_0002028,BMCP,"There may be an intermediate cell type. These cells also CD13-positive, CD16-positive, CD32-positive, and integrin beta 7-positive. Transcription factors: GATA1-positive, MCP-1-positive, mitf-positive, PU.1-positive, and CEBP/a-low.",,http://purl.obolibrary.org/obo/GO_0030221
basophil mast progenitor cell,http://purl.obolibrary.org/obo/CL_0002028,BMCP,"There may be an intermediate cell type. These cells also CD13-positive, CD16-positive, CD32-positive, and integrin beta 7-positive. Transcription factors: GATA1-positive, MCP-1-positive, mitf-positive, PU.1-positive, and CEBP/a-low.",,http://purl.obolibrary.org/obo/GO_0060374
basophil mast progenitor cell,http://purl.obolibrary.org/obo/CL_0002028,BMCP,"There may be an intermediate cell type. These cells also CD13-positive, CD16-positive, CD32-positive, and integrin beta 7-positive. Transcription factors: GATA1-positive, MCP-1-positive, mitf-positive, PU.1-positive, and CEBP/a-low.",,http://purl.obolibrary.org/obo/PR_000005307
basophil mast progenitor cell,http://purl.obolibrary.org/obo/CL_0002028,BMCP,"There may be an intermediate cell type. These cells also CD13-positive, CD16-positive, CD32-positive, and integrin beta 7-positive. Transcription factors: GATA1-positive, MCP-1-positive, mitf-positive, PU.1-positive, and CEBP/a-low.",,http://purl.obolibrary.org/obo/CL_0000557
basophil mast progenitor cell,http://purl.obolibrary.org/obo/CL_0002028,BMCP,"There may be an intermediate cell type. These cells also CD13-positive, CD16-positive, CD32-positive, and integrin beta 7-positive. Transcription factors: GATA1-positive, MCP-1-positive, mitf-positive, PU.1-positive, and CEBP/a-low.",,http://purl.obolibrary.org/obo/PR_000007857
